lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
0,1,79.0,2,26,4,1,0,3,0,1
4,2,99.51,11,19,4,5,2,0,0,1
29,0,95.04,10,17,4,2,2,0,0,1
52,2,108.11,5,27,4,2,1,0,3,1
6,1,136.67,5,16,4,2,1,0,0,1
23,0,95.0,10,26,3,1,0,0,0,1
22,0,190.58,4,16,4,2,2,0,6,0
11,2,141.95,5,30,4,3,1,0,3,1
36,2,150.3,4,4,4,0,1,0,0,1
37,1,134.1,6,17,3,2,0,1,4,1
17,1,91.0,2,14,4,1,2,0,0,0
90,0,96.3,3,31,4,3,0,0,3,1
34,2,120.7,12,3,4,6,2,1,0,1
7,0,79.0,3,15,2,1,0,0,0,1
80,0,96.3,4,25,4,0,1,0,0,0
213,0,109.66,8,13,4,5,2,0,3,0
131,1,128.7,8,25,4,3,1,0,3,1
136,0,198.0,8,8,4,3,1,1,3,0
7,1,117.04,10,3,4,2,1,0,0,1
59,1,134.62,12,22,4,2,0,0,5,1
3,1,137.33,5,26,4,3,0,0,3,1
40,0,85.0,10,24,3,2,1,0,0,1
89,2,96.0,12,10,4,1,1,0,0,1
202,0,128.7,10,22,4,1,2,0,3,0
19,2,171.0,3,11,4,2,1,1,3,1
6,1,108.0,2,21,4,0,1,0,3,1
6,0,137.0,3,3,4,3,0,0,0,0
23,1,125.2,4,10,4,3,2,0,3,1
14,0,47.78,11,6,3,7,2,0,0,1
23,0,128.49,5,21,4,4,2,0,1,0
45,2,146.7,7,10,4,0,1,0,3,1
90,1,109.8,12,18,4,0,2,0,0,1
79,0,129.96,7,6,4,4,1,0,3,0
170,2,96.9,9,12,3,1,0,1,0,1
43,0,66.43,2,23,4,5,0,0,1,0
1,0,200.0,6,10,4,1,0,0,5,1
15,1,116.0,8,31,4,4,0,0,3,1
2,2,159.5,2,5,4,2,0,1,0,1
55,1,118.33,4,6,4,3,0,0,0,0
154,2,104.1,10,30,4,1,2,0,3,0
159,0,143.7,8,5,4,2,1,0,0,0
87,0,141.9,10,23,4,1,2,0,3,1
12,0,87.0,1,7,4,3,2,0,0,1
0,0,91.59,8,16,4,2,0,3,0,1
95,0,76.5,4,3,4,1,2,3,0,1
70,2,102.1,5,25,4,4,0,0,3,1
76,1,94.5,4,14,4,3,0,3,0,1
55,2,113.4,6,21,4,2,0,0,3,1
235,1,73.95,11,29,4,4,0,0,0,0
1,1,67.0,3,9,2,1,0,0,0,1
164,1,89.25,8,3,4,4,0,3,0,1
115,0,120.3,8,5,4,2,1,0,0,0
2,1,0.0,7,11,1,2,1,0,0,1
2,0,12.0,6,2,4,3,0,0,0,1
39,1,144.9,7,10,4,0,2,0,0,1
3,1,56.0,3,1,1,3,0,0,0,1
71,0,107.1,6,26,4,3,2,0,0,0
103,2,61.5,3,3,3,3,0,0,0,1
12,1,180.0,10,21,4,2,0,0,0,1
76,0,116.1,5,22,4,0,1,3,0,0
32,1,85.0,10,25,3,5,0,0,0,1
15,0,81.0,2,19,2,1,0,0,0,1
52,2,74.8,12,1,4,3,1,3,0,1
20,0,156.0,5,11,4,1,0,0,3,0
78,0,105.0,4,26,3,4,0,1,0,1
24,2,96.9,12,7,4,4,0,0,3,1
109,0,92.65,12,27,3,3,0,0,0,1
38,2,177.3,8,15,4,5,1,0,3,1
11,1,94.6,12,6,4,0,2,0,0,1
125,0,79.2,11,17,4,3,0,3,0,0
110,1,98.2,7,23,3,1,0,1,1,1
158,1,90.95,6,30,4,3,1,0,0,1
17,1,173.67,7,28,4,3,0,0,3,1
34,2,77.6,2,22,3,2,1,0,0,1
11,0,115.0,4,15,4,2,0,3,0,1
60,0,130.9,12,23,4,2,2,0,3,0
2,0,71.6,1,3,4,0,1,0,0,1
18,0,93.88,12,4,4,2,2,0,1,1
6,0,85.0,5,9,3,2,1,3,0,1
0,1,114.0,10,13,4,1,0,3,0,1
82,1,134.1,8,7,4,1,2,0,0,0
45,1,78.54,10,22,4,3,1,0,3,1
52,1,168.3,7,23,4,1,0,0,3,1
49,0,107.1,7,1,4,2,0,3,0,0
110,1,142.2,8,23,4,2,0,0,3,1
69,1,90.95,3,20,4,3,2,0,0,1
9,0,221.0,5,11,4,4,0,0,5,0
47,1,96.3,6,21,4,1,0,0,0,1
36,1,67.5,8,28,3,1,2,0,0,1
47,1,129.99,8,20,4,4,2,0,0,1
4,1,119.0,8,24,4,1,0,3,0,1
31,0,65.0,12,17,2,2,0,0,0,1
13,1,93.17,7,19,4,2,0,0,0,1
3,0,106.0,9,23,3,1,0,1,0,1
85,0,157.25,3,24,4,3,2,0,5,0
4,1,95.0,9,28,2,2,1,0,0,1
146,0,100.3,6,1,4,4,0,0,0,0
6,0,106.0,7,20,3,1,0,0,0,1
51,1,75.95,3,7,4,3,1,0,0,1
80,1,130.2,4,28,4,3,0,0,3,1
219,0,74.0,9,4,3,3,2,0,0,1
160,0,102.3,7,17,4,1,2,0,0,0
68,2,133.2,4,24,4,0,2,0,3,1
0,0,92.0,8,8,4,0,1,3,0,1
94,1,80.75,3,28,3,4,1,0,0,1
65,2,73.95,3,3,4,3,2,0,0,1
57,0,105.25,4,22,4,5,2,0,4,1
98,3,108.0,10,9,4,1,2,3,0,1
0,0,79.0,1,12,4,1,0,3,0,1
87,1,139.95,7,27,4,4,0,0,3,1
50,2,127.8,10,4,4,2,0,0,0,1
77,0,129.6,7,7,4,3,1,0,3,0
227,0,92.29,8,30,4,5,2,0,0,0
5,1,84.0,12,8,4,1,0,3,0,1
87,1,159.3,8,8,4,2,1,0,3,1
102,0,82.45,8,13,3,3,2,0,3,1
1,1,154.0,10,2,4,1,2,0,0,1
107,1,156.6,12,3,4,1,2,0,5,0
77,0,125.1,5,1,4,0,2,3,0,1
19,1,101.27,4,4,4,2,1,0,3,1
45,0,117.45,9,5,4,1,1,0,3,1
26,0,171.0,2,8,4,1,1,0,5,0
42,0,94.5,4,20,3,2,0,0,0,1
237,0,80.75,8,10,4,4,0,3,0,0
100,0,91.5,4,27,4,3,0,3,0,0
34,1,94.95,9,13,4,4,2,3,0,1
41,0,114.04,3,28,4,4,1,0,3,1
13,1,124.52,11,3,4,8,4,0,0,1
10,1,140.0,4,22,4,2,0,0,0,1
9,1,0.0,10,10,1,0,1,0,0,1
89,1,63.75,11,17,4,3,0,0,0,1
156,0,116.1,9,25,4,1,2,3,0,0
7,2,130.0,8,20,4,1,0,0,0,1
52,1,108.0,10,2,4,0,2,3,0,0
180,1,122.25,7,31,4,4,2,0,0,0
83,0,75.0,12,18,3,0,2,0,0,1
12,1,155.0,9,9,4,2,0,0,5,1
35,3,89.28,10,16,3,2,0,0,0,1
198,3,116.1,9,15,4,1,0,3,0,1
12,0,67.0,10,12,2,1,0,0,0,1
183,0,123.3,10,28,4,2,2,0,3,0
0,1,143.0,6,28,4,1,0,0,0,1
23,0,140.0,10,21,4,2,0,0,0,0
0,0,95.0,9,16,3,2,0,0,0,1
121,1,79.2,12,15,4,2,0,3,0,0
208,0,116.1,9,11,4,1,2,3,1,0
32,1,81.9,3,15,4,3,0,0,0,1
35,1,89.3,2,11,4,3,0,0,3,1
46,2,125.1,8,17,4,1,0,3,0,1
8,1,125.0,3,18,4,2,0,0,0,1
106,1,84.58,7,13,3,4,0,0,0,1
28,2,147.0,6,21,4,1,0,0,3,1
21,0,135.0,3,31,4,4,2,0,0,0
386,0,90.0,10,23,3,0,2,1,0,0
32,0,70.0,10,30,3,2,1,0,3,1
132,0,62.0,2,7,3,1,2,0,3,1
30,1,150.3,1,15,4,2,0,0,5,1
16,2,111.35,5,29,4,2,2,0,3,1
4,0,117.0,11,2,4,2,1,0,0,1
38,1,168.3,3,25,4,2,0,0,3,1
3,1,89.0,4,24,4,0,1,3,0,1
140,1,116.45,7,4,4,5,1,0,3,0
7,1,99.0,3,9,4,4,0,0,0,1
105,1,61.09,12,26,4,3,1,3,0,1
3,0,120.0,10,16,4,0,2,0,0,1
1,1,133.0,8,2,4,2,0,3,0,1
80,0,135.9,9,25,4,2,2,0,0,1
14,1,85.0,2,16,4,1,0,0,0,1
82,1,89.25,9,19,4,4,2,0,0,1
59,0,79.2,11,23,4,3,0,3,0,0
204,1,126.9,9,8,4,3,0,0,0,0
70,2,79.2,12,8,4,1,0,3,0,1
249,2,117.9,9,21,4,1,0,0,0,0
23,0,68.0,3,17,3,4,2,0,0,1
290,2,90.95,10,24,4,4,1,0,0,1
45,1,112.5,3,19,4,1,2,0,3,0
50,0,68.0,12,8,3,3,1,0,0,1
19,0,100.73,5,30,4,3,1,0,0,1
38,0,159.6,8,22,4,6,3,0,3,1
224,0,102.25,8,8,3,2,1,1,0,0
9,2,176.42,8,25,4,3,2,1,3,1
35,1,71.1,3,16,4,2,0,3,0,1
0,0,75.0,7,27,3,2,1,0,0,1
181,2,162.15,8,23,4,5,0,1,0,0
18,0,68.07,12,18,4,2,2,0,0,1
36,1,68.07,12,10,4,6,2,0,0,1
63,1,105.3,7,23,4,3,2,0,0,1
45,0,80.75,5,30,3,3,1,0,0,1
297,0,106.0,12,19,2,2,1,0,4,1
14,3,138.05,8,13,4,1,1,0,1,1
18,0,111.0,6,14,4,1,0,0,0,0
67,1,90.95,4,22,3,2,0,0,3,1
49,0,160.65,6,22,4,2,0,1,0,0
51,2,103.7,12,6,4,4,0,0,0,1
53,1,67.5,12,25,4,1,0,3,0,1
32,1,88.0,12,10,4,1,2,3,0,1
39,1,223.76,8,13,4,1,0,0,6,1
124,2,130.05,7,17,4,2,2,0,3,1
119,1,99.3,4,29,4,2,1,0,0,1
11,0,76.29,12,2,4,2,2,3,0,1
4,0,65.0,12,8,2,2,0,0,0,1
65,0,139.5,7,12,4,2,0,0,3,1
44,1,93.6,6,1,4,2,0,3,0,1
154,2,78.99,10,31,4,0,1,0,0,1
63,0,140.4,5,10,4,3,0,0,3,0
126,1,100.73,7,25,4,2,1,0,0,1
7,0,67.0,11,9,2,1,0,0,0,1
3,1,31.0,2,26,2,1,0,0,0,1
72,2,79.2,12,27,4,1,0,3,0,1
36,2,99.0,9,1,4,2,0,3,0,1
42,0,81.9,3,11,4,2,0,0,0,1
10,0,85.0,9,3,3,3,1,0,0,1
28,2,104.5,8,30,4,4,0,3,0,1
248,1,90.95,8,14,4,5,2,0,0,1
1,1,65.0,4,5,2,2,0,0,0,1
52,3,103.7,12,4,4,2,2,0,0,1
156,1,68.0,7,16,3,2,2,0,0,1
30,1,76.08,11,17,4,3,0,0,0,1
103,1,135.0,10,18,4,3,0,0,0,1
14,0,117.3,11,6,4,2,2,0,0,1
26,0,133.0,10,2,4,1,2,3,0,1
1,1,138.0,5,6,4,2,0,3,0,1
82,0,90.95,5,21,3,3,2,0,3,1
35,1,82.45,1,29,4,2,1,0,3,1
90,1,129.02,4,23,4,3,2,1,3,1
22,1,125.1,10,2,4,0,2,0,0,1
6,0,81.0,2,5,4,2,0,3,0,1
41,0,140.4,3,25,4,2,0,0,3,0
136,1,154.8,9,30,4,2,1,0,3,0
165,0,180.2,8,19,4,3,2,1,0,0
83,2,112.59,9,28,4,1,0,3,0,1
207,0,112.5,8,17,4,2,0,0,0,0
15,0,97.0,12,23,4,1,0,0,0,1
108,0,103.5,7,9,4,1,0,3,0,0
0,1,113.0,6,22,4,2,0,3,0,1
3,1,130.0,6,28,4,2,0,0,0,1
0,1,45.0,1,6,3,2,0,0,0,1
54,1,95.19,1,10,4,2,2,0,3,1
17,0,88.0,11,25,4,2,0,3,0,0
0,0,111.0,6,13,4,1,1,0,0,1
193,1,72.76,10,19,3,4,0,0,0,1
49,0,69.5,3,5,4,1,2,3,0,1
53,3,134.45,11,10,4,3,1,0,3,1
113,2,63.49,4,4,4,3,1,0,0,1
96,1,84.15,4,10,4,3,2,0,0,1
0,0,67.0,4,1,2,1,0,0,0,1
110,0,149.4,9,23,4,2,0,0,3,0
91,1,136.43,12,27,4,4,0,0,3,1
130,1,118.8,10,8,4,1,1,0,0,0
28,3,120.65,3,9,4,4,0,0,3,1
4,1,151.0,7,15,4,1,0,0,0,1
25,2,146.7,11,18,4,3,2,1,0,1
0,2,129.0,6,19,4,0,1,3,0,1
54,0,108.0,10,2,4,2,2,3,0,0
29,0,118.0,12,31,3,3,0,0,0,1
25,2,103.95,4,12,4,2,0,3,0,1
9,0,95.0,4,20,3,3,0,0,0,1
3,0,95.2,12,28,4,4,0,3,0,1
27,0,105.49,4,20,4,2,0,0,3,0
36,0,109.8,8,30,4,4,0,0,0,0
4,1,240.0,3,25,4,1,0,0,5,1
0,1,73.0,11,30,2,1,0,0,0,1
0,0,139.0,10,20,4,1,0,0,0,1
2,1,0.0,9,28,4,1,0,3,0,1
37,0,76.5,3,11,4,2,2,0,0,0
209,1,81.9,12,8,4,3,0,0,0,1
11,1,68.5,1,22,4,1,0,3,0,1
41,1,87.54,10,14,4,4,0,0,3,1
31,1,110.7,6,8,4,2,0,0,0,0
130,0,96.3,6,27,4,2,1,0,0,1
34,0,96.3,5,8,3,1,2,0,3,1
38,0,90.2,3,23,4,2,0,3,0,1
89,1,71.28,11,27,4,0,2,3,0,0
11,2,139.0,8,8,4,3,1,3,0,1
6,2,137.0,4,5,4,1,0,0,0,1
60,0,126.0,12,8,4,3,0,0,3,0
158,0,99.45,8,1,4,5,2,0,0,0
23,0,91.0,2,25,4,1,0,0,0,0
130,0,84.15,4,18,4,3,1,0,0,1
5,0,63.1,1,15,4,2,0,3,0,1
57,1,60.98,11,22,4,1,0,3,0,1
36,0,131.4,3,24,4,1,0,0,3,0
62,1,109.68,4,25,4,3,1,0,0,1
96,1,88.4,12,7,4,4,0,0,0,1
25,0,72.76,10,11,3,2,2,0,0,1
52,0,90.0,11,3,4,2,0,0,0,0
186,0,121.5,8,2,4,2,0,0,0,0
161,1,97.75,7,7,4,3,1,3,0,0
86,0,75.0,12,18,3,1,2,0,0,1
130,1,89.25,5,22,4,2,2,3,0,1
36,1,68.07,12,1,4,3,2,0,0,1
104,1,108.0,10,17,4,2,1,3,0,0
82,0,125.1,9,10,4,1,0,3,0,0
31,0,108.11,5,19,4,1,0,0,3,1
62,1,97.2,11,4,4,2,0,0,0,1
6,1,87.27,10,30,4,2,1,0,0,1
111,0,72.25,7,13,3,3,0,0,0,0
115,0,86.0,2,27,3,2,2,0,0,1
80,1,125.1,9,29,4,1,0,3,0,0
22,1,90.78,12,8,4,3,2,0,0,1
9,2,133.33,6,21,4,3,0,0,0,1
239,3,101.58,10,29,4,2,2,0,3,1
76,0,131.4,7,2,4,1,0,0,3,0
10,0,79.0,3,6,4,0,1,3,0,0
133,0,75.0,3,11,3,2,1,0,1,0
4,0,90.33,12,25,4,2,1,0,0,1
91,0,102.06,10,17,4,2,1,0,0,0
36,1,135.9,8,14,4,0,2,0,0,1
7,1,121.0,4,27,4,4,1,3,0,1
211,0,77.03,8,23,4,3,0,0,0,0
33,2,94.5,9,15,4,3,0,0,0,1
32,1,94.94,9,2,4,2,1,0,3,1
71,0,90.0,5,10,3,3,0,0,0,1
55,0,56.94,3,9,4,4,0,0,0,1
71,2,153.0,10,18,4,1,0,1,0,1
55,2,79.2,12,10,4,1,1,3,0,1
187,2,134.45,7,11,4,5,2,0,3,0
238,1,126.9,9,21,4,2,0,0,0,0
8,0,103.69,8,16,4,3,0,3,0,0
15,0,87.0,1,18,4,2,1,0,0,1
41,0,71.53,2,22,4,2,1,0,1,1
25,0,96.0,12,17,4,1,2,0,0,1
54,0,75.0,11,12,3,1,2,0,0,1
41,2,98.67,10,6,4,3,0,0,0,1
1,1,77.25,12,19,4,1,0,0,1,1
24,0,68.07,12,13,4,4,0,0,0,1
68,0,89.53,6,18,4,1,2,0,0,0
162,0,112.0,7,14,4,3,0,0,0,0
105,0,97.12,3,20,4,4,2,0,3,1
176,0,80.75,10,11,3,3,0,0,0,1
142,1,116.95,8,8,4,4,1,0,0,1
13,0,82.0,1,11,3,2,1,0,0,1
1,2,155.0,10,7,4,3,0,0,3,1
35,0,67.49,9,14,4,5,2,0,0,1
49,2,74.8,11,16,4,4,0,3,0,0
109,0,143.1,5,23,4,2,1,0,0,0
1,0,109.8,8,18,3,4,0,1,0,1
115,1,136.1,6,6,4,2,1,0,0,1
88,1,132.3,10,2,4,0,2,0,3,0
15,1,65.2,2,4,4,5,2,3,0,1
0,0,79.0,2,15,4,0,1,3,0,1
59,1,116.1,5,21,4,3,2,3,0,0
1,1,45.0,1,22,3,1,0,0,0,1
28,0,102.85,6,13,4,2,1,0,0,0
111,1,168.3,9,17,4,4,2,0,3,1
60,0,60.27,7,3,4,5,2,3,0,1
71,0,96.3,3,18,4,2,1,0,3,1
75,0,75.0,4,26,3,4,0,0,0,1
33,1,88.0,12,10,4,1,0,3,0,1
100,1,150.3,8,25,4,3,1,0,3,1
0,0,106.2,4,30,4,1,2,0,0,1
23,0,1.0,1,2,4,1,2,1,0,1
54,0,94.5,6,2,3,2,0,0,0,1
0,0,58.0,12,27,3,1,2,0,0,1
184,2,107.1,10,27,4,3,2,0,0,0
8,2,80.0,8,19,4,5,2,0,0,1
10,0,110.0,9,26,0,3,1,0,3,1
117,0,159.3,8,22,4,4,1,0,3,0
210,1,90.95,8,7,4,3,2,0,0,1
151,2,217.6,8,19,4,3,2,1,5,0
5,1,93.0,2,25,4,3,0,0,0,1
57,1,62.29,2,3,4,3,0,0,0,1
0,1,124.0,9,11,4,1,0,0,0,1
93,1,159.17,9,10,4,5,2,0,3,0
29,0,95.0,9,17,3,1,1,0,0,1
94,0,58.0,3,12,3,2,2,0,0,1
81,2,135.15,5,9,4,4,1,0,0,0
3,0,65.0,10,19,2,0,1,0,0,1
88,0,70.0,3,1,4,1,0,3,0,0
115,0,64.75,2,27,3,6,2,0,0,0
3,0,65.0,12,10,2,1,0,0,0,1
66,1,108.0,10,20,4,2,0,0,1,1
57,1,135.99,9,3,4,5,2,0,5,1
43,0,87.97,2,14,4,1,2,0,3,1
30,0,86.4,3,4,4,2,0,0,0,1
65,1,177.3,4,12,4,3,0,0,5,0
87,2,114.3,7,1,4,2,0,0,0,1
93,1,90.3,4,6,4,3,0,0,0,1
9,1,116.27,8,14,4,1,2,0,0,1
0,2,77.25,11,28,4,1,0,0,1,1
57,1,87.32,6,27,4,0,1,0,3,1
0,1,129.0,6,17,4,1,0,3,0,1
67,2,132.3,6,26,4,0,2,0,3,1
18,0,100.0,6,21,2,3,0,0,0,1
243,0,89.2,9,20,4,2,2,0,0,0
0,1,200.0,9,17,4,1,0,0,3,0
101,2,90.0,11,18,4,2,0,0,0,0
21,1,112.0,3,12,4,1,2,0,0,1
172,1,90.5,7,29,3,3,2,1,0,1
64,1,105.3,4,11,4,2,1,0,0,1
114,1,74.8,11,13,4,4,2,3,0,0
74,0,118.8,10,9,4,1,2,0,0,0
26,0,65.0,8,8,2,0,1,0,0,1
8,1,78.0,12,17,4,1,0,3,0,1
39,0,117.9,7,2,4,2,2,0,0,0
18,0,98.6,5,29,4,2,2,0,0,0
91,1,118.8,10,8,4,2,2,0,0,0
282,1,88.83,10,29,4,2,2,0,0,0
37,1,83.93,10,28,4,2,0,3,0,1
78,0,68.0,7,31,4,3,2,0,0,1
0,0,132.44,5,1,4,0,2,0,0,1
19,0,158.2,4,9,4,3,2,0,3,0
7,1,116.0,2,11,3,3,0,1,0,1
147,0,78.1,8,5,3,1,0,0,0,1
24,0,80.2,11,27,4,1,2,0,0,1
18,1,107.65,10,16,4,3,2,0,3,1
8,1,136.0,10,16,4,3,2,3,0,0
40,0,100.02,6,26,4,1,2,0,0,0
294,1,76.58,10,23,4,3,2,0,3,1
70,0,95.2,4,23,4,2,2,0,0,0
37,0,94.5,9,16,4,2,0,0,0,1
341,2,71.91,12,29,4,3,2,3,0,0
28,0,109.33,8,29,4,2,1,3,0,0
123,0,70.73,4,30,4,5,2,0,0,1
3,1,246.25,11,9,4,4,0,0,5,1
12,0,145.0,7,10,4,1,2,0,0,0
96,2,188.16,7,23,4,3,2,0,6,1
45,1,149.4,8,19,4,1,0,0,3,1
4,0,159.0,10,10,2,2,1,0,0,1
0,0,95.0,5,20,2,1,0,0,0,1
0,0,66.0,1,19,2,1,0,0,0,1
1,0,168.5,7,6,4,4,0,0,3,1
153,1,91.38,7,27,4,4,0,3,0,1
57,1,74.8,12,5,4,3,1,3,0,1
5,0,110.0,10,11,0,5,2,0,3,1
4,0,0.0,4,30,4,0,0,0,0,1
223,0,90.9,12,30,4,2,0,0,0,1
21,2,98.0,9,11,4,0,2,3,0,1
1,0,99.0,6,14,4,1,0,3,0,1
132,0,105.3,5,6,4,2,0,0,0,1
57,0,75.0,11,11,3,2,0,0,0,1
11,3,258.0,5,20,4,2,0,0,5,1
6,0,109.0,9,27,2,1,0,0,4,1
0,1,90.71,9,7,4,4,1,0,0,1
56,0,135.9,9,10,4,1,2,0,0,0
2,0,65.0,5,15,2,1,2,0,0,1
13,0,66.71,12,5,4,2,1,0,3,1
111,0,72.25,8,16,3,2,0,0,0,1
335,0,0.0,10,13,4,3,0,0,0,0
22,1,72.64,2,26,4,2,1,0,0,1
1,0,100.0,2,25,4,3,0,0,5,1
153,1,103.5,7,29,4,1,0,3,0,0
11,1,119.7,10,4,4,3,2,0,0,1
0,0,160.0,9,25,4,0,1,3,0,1
180,2,100.08,10,28,3,2,1,1,0,0
204,3,123.82,8,15,4,10,5,0,3,1
247,0,63.75,11,19,4,3,2,3,0,0
138,1,110.08,6,5,4,2,2,0,0,1
47,0,72.25,8,28,3,1,2,0,0,1
11,0,79.5,11,1,3,6,2,3,0,1
113,0,138.55,7,1,4,6,2,0,3,0
21,1,93.0,2,13,4,4,2,0,0,1
117,0,76.5,8,22,4,1,0,0,0,0
64,0,80.1,10,25,4,2,0,3,0,1
15,1,111.6,10,20,4,4,0,0,0,1
44,0,149.4,9,25,4,1,2,0,3,0
180,1,90.95,7,13,4,4,0,0,0,1
5,2,155.0,8,22,4,4,1,0,3,1
9,2,171.0,8,8,4,2,1,0,0,1
9,0,149.0,8,17,4,2,0,0,4,1
20,1,88.0,12,4,4,0,2,3,0,1
4,1,102.0,12,5,4,2,2,0,0,1
2,0,130.0,2,27,4,1,0,0,3,1
30,0,98.1,11,30,3,2,0,0,0,1
21,1,140.0,8,30,4,1,0,0,0,1
190,0,117.45,12,22,4,8,3,0,3,1
41,2,123.3,3,15,4,3,0,0,3,1
88,0,88.7,3,23,4,4,0,0,0,1
47,0,80.75,10,16,3,2,2,0,0,1
8,0,85.0,10,21,3,3,0,0,0,1
55,0,85.85,3,29,4,4,0,0,0,1
0,1,65.0,10,17,2,1,1,0,0,1
144,0,92.55,5,25,4,4,1,0,3,0
99,2,198.9,6,11,4,1,0,0,5,1
86,0,65.0,6,26,2,0,1,0,0,1
208,1,72.25,12,1,4,3,0,0,0,0
3,0,142.33,6,14,4,3,0,0,0,1
1,1,0.0,10,13,1,1,0,0,0,1
11,1,161.0,3,24,4,2,0,0,3,1
45,1,125.1,9,18,4,1,2,3,0,1
164,0,94.5,7,21,4,3,0,3,0,0
148,0,96.9,8,21,3,1,2,0,0,1
31,1,156.42,9,18,4,2,2,0,5,0
58,1,153.0,4,5,4,3,0,1,3,1
65,1,80.75,10,23,3,1,2,0,0,1
3,1,107.0,8,11,4,2,0,0,0,1
25,2,84.0,10,4,4,2,2,0,0,1
23,0,95.0,10,15,0,1,2,0,0,0
28,1,133.75,10,3,4,3,1,0,0,1
16,0,110.75,5,29,3,3,2,1,0,1
18,0,74.0,12,18,2,1,0,0,0,1
64,4,120.15,9,5,4,1,1,0,0,1
34,1,72.76,10,7,4,3,0,0,0,1
4,1,146.0,6,7,4,4,0,0,3,1
85,0,168.3,9,15,4,3,1,0,3,0
15,0,116.75,9,10,4,3,1,0,0,0
95,0,75.1,3,23,4,3,0,3,0,1
212,1,103.84,10,9,4,2,2,0,3,0
18,0,104.0,11,16,4,0,1,0,0,1
12,1,145.0,7,11,4,1,1,0,0,1
169,2,121.5,8,3,4,3,0,0,0,0
24,2,89.0,1,12,4,4,0,0,0,1
89,0,63.58,3,24,3,3,0,0,0,1
192,0,86.0,9,25,3,3,2,0,0,1
2,1,102.0,2,6,4,1,1,0,0,1
2,2,145.0,9,14,4,3,1,0,0,1
19,1,88.0,11,18,4,2,0,3,0,1
2,1,109.0,2,8,4,0,1,0,0,1
53,1,108.0,11,2,4,3,0,0,0,0
63,0,112.59,8,3,4,3,0,3,0,0
93,2,121.5,7,12,4,2,0,0,0,1
167,0,96.3,8,26,4,2,1,0,0,0
8,0,67.0,5,4,2,1,0,0,0,1
83,0,123.9,6,3,4,2,1,0,0,1
56,0,156.6,12,19,4,0,1,0,5,0
6,0,148.39,12,18,4,1,2,0,5,1
23,1,139.0,7,27,4,1,0,3,0,1
17,0,125.33,12,28,4,5,1,0,3,1
134,0,101.18,5,30,4,5,1,0,4,1
120,1,72.25,12,29,4,2,0,0,0,1
9,1,179.0,5,9,4,3,1,1,3,1
90,2,129.9,8,31,4,3,0,0,0,1
45,0,81.0,9,12,3,1,1,0,0,1
88,0,96.3,6,26,4,0,1,0,0,0
3,2,65.0,8,9,3,1,2,0,1,1
68,1,71.33,12,31,3,3,0,0,0,1
24,0,96.0,2,3,4,3,0,0,0,0
4,2,134.17,8,17,4,5,1,0,0,0
5,1,139.0,7,14,4,3,0,3,0,1
57,0,117.9,6,8,4,3,0,0,0,0
2,0,156.0,5,5,4,1,0,0,3,1
23,1,95.83,6,18,4,1,2,0,0,1
57,3,87.3,9,7,4,1,0,3,0,1
104,0,141.3,7,18,4,4,1,0,3,0
57,0,123.55,8,29,4,8,3,0,3,0
213,0,119.85,9,19,4,5,3,0,0,0
4,0,106.0,2,14,4,7,4,0,3,1
5,1,209.7,9,3,4,1,2,0,5,1
38,0,156.6,9,26,4,2,1,0,3,0
145,0,106.32,8,15,4,2,1,0,1,1
8,1,115.6,11,2,4,4,1,0,0,1
83,1,105.3,3,25,4,2,1,0,3,1
75,0,65.0,6,15,2,1,0,0,0,1
31,2,102.99,10,3,4,5,2,0,0,0
158,1,168.3,7,1,4,2,1,0,5,0
12,2,68.0,12,3,3,3,2,0,0,1
48,0,149.4,9,18,4,2,2,0,3,0
78,1,160.08,9,11,4,0,2,0,5,1
4,1,155.0,9,21,4,0,1,0,3,1
0,0,206.0,7,20,4,2,0,0,5,0
127,1,79.2,11,12,4,1,2,3,0,0
19,0,98.0,12,12,3,2,1,1,0,1
199,0,85.5,8,28,4,0,1,3,0,0
14,0,58.0,12,14,3,4,1,0,0,1
12,2,77.78,11,22,4,4,0,3,0,1
73,1,140.4,8,6,4,1,1,0,3,0
229,0,110.7,12,9,4,2,1,0,3,1
55,0,106.0,12,28,4,1,1,0,0,1
41,1,60.0,11,1,3,3,2,0,3,1
70,1,9.0,4,12,4,4,0,0,1,1
38,4,179.3,10,20,4,1,0,0,5,1
132,1,124.8,7,29,4,2,1,0,3,1
93,2,137.7,7,12,4,2,0,0,3,1
1,0,85.0,2,22,4,0,1,3,0,0
5,0,1.6,12,22,1,5,0,0,1,1
4,0,121.0,5,31,2,1,0,0,0,1
30,0,103.5,4,19,4,3,0,0,0,1
38,0,79.0,2,25,2,1,0,0,0,0
133,0,114.3,5,17,4,3,0,0,3,1
77,2,168.3,9,2,4,2,1,0,3,1
25,0,64.64,2,7,4,2,2,0,0,1
71,1,79.2,12,5,4,2,1,3,0,1
9,1,115.0,2,27,4,1,1,0,3,0
12,0,85.0,2,5,4,2,1,0,0,0
3,2,158.5,6,28,4,4,0,0,3,1
5,1,89.0,3,7,4,2,1,3,0,0
112,1,198.9,8,14,4,0,2,0,5,1
48,0,104.49,5,21,4,1,2,3,0,0
150,0,135.0,10,3,4,2,1,0,0,0
